,Entrez Gene Interactor A,Entrez Gene Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,1540,6125,CYLD,RPL5
0,1540,26135,CYLD,SERBP1
0,1540,85236,CYLD,HIST1H2BK
0,1540,3329,CYLD,HSPD1
0,1540,1655,CYLD,DDX5
0,1540,3956,CYLD,LGALS1
0,1540,6229,CYLD,RPS24
0,1540,142678,CYLD,MIB2
0,1540,10294,CYLD,DNAJA2
0,1540,6191,CYLD,RPS4X
0,1540,3848,CYLD,KRT1
0,1540,4670,CYLD,HNRNPM
0,1540,1933,CYLD,EEF1B2
0,1540,6124,CYLD,RPL4
0,1540,1654,CYLD,DDX3X
0,1540,2316,CYLD,FLNA
0,1540,6129,CYLD,RPL7
0,1540,10382,CYLD,TUBB4A
0,1540,6235,CYLD,RPS29
0,1540,203068,CYLD,TUBB
0,1540,257397,CYLD,TAB3
0,1540,81858,CYLD,SHARPIN
0,1540,7186,CYLD,TRAF2
0,1540,10383,CYLD,TUBB4B
0,1540,10454,CYLD,TAB1
0,1540,6222,CYLD,RPS18
0,1540,6210,CYLD,RPS15A
0,1540,6231,CYLD,RPS26
0,1540,6202,CYLD,RPS8
0,1540,9641,CYLD,IKBKE
0,1540,29927,CYLD,SEC61A1
0,1540,9349,CYLD,RPL23
0,1540,6421,CYLD,SFPQ
0,1540,6194,CYLD,RPS6
0,1540,3309,CYLD,HSPA5
0,1540,7919,CYLD,DDX39B
0,1540,6155,CYLD,RPL27
0,1540,10627,CYLD,MYL12A
0,1540,2521,CYLD,FUS
0,1540,85235,CYLD,HIST1H2AH
0,1540,6138,CYLD,RPL15
0,1540,6224,CYLD,RPS20
0,1540,3615,CYLD,IMPDH2
0,1540,6128,CYLD,RPL6
0,1540,6135,CYLD,RPL11
0,1540,79084,CYLD,WDR77
0,1540,3326,CYLD,HSP90AB1
0,1540,6133,CYLD,RPL9
0,1540,6130,CYLD,RPL7A
0,1540,5111,CYLD,PCNA
0,1540,8517,CYLD,IKBKG
0,1540,10189,CYLD,ALYREF
0,1540,9961,CYLD,MVP
0,1540,4691,CYLD,NCL
0,1540,5702,CYLD,PSMC3
0,1540,3852,CYLD,KRT5
0,1540,5682,CYLD,PSMA1
0,1540,2058,CYLD,EPRS
0,1540,4869,CYLD,NPM1
0,1540,4646,CYLD,MYO6
0,1540,10492,CYLD,SYNCRIP
0,1540,55072,CYLD,RNF31
0,1540,6134,CYLD,RPL10
0,1540,1938,CYLD,EEF2
0,1540,8737,CYLD,RIPK1
0,1540,3857,CYLD,KRT9
0,1540,6232,CYLD,RPS27
0,1605,6464,DAG1,SHC1
0,1605,857,DAG1,CAV1
0,1616,1616,DAXX,DAXX
0,1616,10273,DAXX,STUB1
0,1616,355,DAXX,FAS
0,1616,991,DAXX,CDC20
0,1616,6137,DAXX,RPL13
0,1616,54904,DAXX,WHSC1L1
0,1616,7187,DAXX,TRAF3
0,1616,2801,DAXX,GOLGA2
0,1616,9349,DAXX,RPL23
0,1616,6613,DAXX,SUMO2
0,1616,7316,DAXX,UBC
0,1616,3006,DAXX,HIST1H1C
0,1616,3315,DAXX,HSPB1
0,1634,197,DCN,AHSG
0,1634,2316,DCN,FLNA
0,1642,1642,DDB1,DDB1
0,1642,55234,DDB1,SMU1
0,1642,7169,DDB1,TPM2
0,1642,57142,DDB1,RTN4
0,1642,8945,DDB1,BTRC
0,1642,5111,DDB1,PCNA
0,1642,10048,DDB1,RANBP9
0,1642,7316,DDB1,UBC
0,1642,6772,DDB1,STAT1
0,1653,1915,DDX1,EEF1A1
0,1653,3303,DDX1,HSPA1A
0,1653,3181,DDX1,HNRNPA2B1
0,1653,3190,DDX1,HNRNPK
0,1653,4670,DDX1,HNRNPM
0,1653,351,DDX1,APP
0,1653,5832,DDX1,ALDH18A1
0,1653,10048,DDX1,RANBP9
0,1653,387,DDX1,RHOA
0,1653,3875,DDX1,KRT18
0,1653,3192,DDX1,HNRNPU
0,1653,4836,DDX1,NMT1
0,1653,6155,DDX1,RPL27
0,1654,10492,DDX3X,SYNCRIP
0,1654,6188,DDX3X,RPS3
0,1654,6205,DDX3X,RPS11
0,1654,7187,DDX3X,TRAF3
0,1654,6228,DDX3X,RPS23
0,1654,9641,DDX3X,IKBKE
0,1654,3614,DDX3X,IMPDH1
0,1654,7169,DDX3X,TPM2
0,1655,10048,DDX5,RANBP9
0,1655,2058,DDX5,EPRS
0,1655,10492,DDX5,SYNCRIP
0,1655,9967,DDX5,THRAP3
0,1655,6224,DDX5,RPS20
0,1655,1655,DDX5,DDX5
0,1655,10521,DDX5,DDX17
0,1655,9775,DDX5,EIF4A3
0,1655,25852,DDX5,ARMC8
0,1655,1938,DDX5,EEF2
0,1655,5591,DDX5,PRKDC
0,1655,4670,DDX5,HNRNPM
0,1655,10250,DDX5,SRRM1
0,1655,4176,DDX5,MCM7
0,1655,23524,DDX5,SRRM2
0,1655,8833,DDX5,GMPS
0,1655,5430,DDX5,POLR2A
0,1655,3185,DDX5,HNRNPF
0,1655,51646,DDX5,YPEL5
0,1655,3190,DDX5,HNRNPK
0,1655,6727,DDX5,SRP14
0,1725,10226,DHPS,PLIN3
0,1725,6133,DHPS,RPL9
0,1725,3185,DHPS,HNRNPF
0,1725,1725,DHPS,DHPS
0,1728,10273,NQO1,STUB1
0,1728,6223,NQO1,RPS19
0,1728,1728,NQO1,NQO1
0,1915,6778,EEF1A1,STAT6
0,1915,3313,EEF1A1,HSPA9
0,1915,23524,EEF1A1,SRRM2
0,1915,1915,EEF1A1,EEF1A1
0,1915,10399,EEF1A1,GNB2L1
0,1915,3190,EEF1A1,HNRNPK
0,1915,26986,EEF1A1,PABPC1
0,1915,6205,EEF1A1,RPS11
0,1915,6130,EEF1A1,RPL7A
0,1915,6139,EEF1A1,RPL17
0,1915,4736,EEF1A1,RPL10A
0,1915,6191,EEF1A1,RPS4X
0,1915,6223,EEF1A1,RPS19
0,1915,10856,EEF1A1,RUVBL2
0,1915,3320,EEF1A1,HSP90AA1
0,1915,6742,EEF1A1,SSBP1
0,1915,9967,EEF1A1,THRAP3
0,1915,5430,EEF1A1,POLR2A
0,1915,8607,EEF1A1,RUVBL1
0,1915,2521,EEF1A1,FUS
0,1915,6193,EEF1A1,RPS5
0,1915,6147,EEF1A1,RPL23A
0,1915,10521,EEF1A1,DDX17
0,1915,10048,EEF1A1,RANBP9
0,1915,6228,EEF1A1,RPS23
0,1915,5315,EEF1A1,PKM
0,1915,3303,EEF1A1,HSPA1A
0,1915,6194,EEF1A1,RPS6
0,1915,6202,EEF1A1,RPS8
0,1915,6229,EEF1A1,RPS24
0,1915,6124,EEF1A1,RPL4
0,1915,6128,EEF1A1,RPL6
0,1915,6136,EEF1A1,RPL12
0,1915,2274,EEF1A1,FHL2
0,1915,1933,EEF1A1,EEF1B2
0,1915,203068,EEF1A1,TUBB
0,1915,6133,EEF1A1,RPL9
0,1915,5518,EEF1A1,PPP2R1A
0,1915,1938,EEF1A1,EEF2
0,1915,6135,EEF1A1,RPL11
0,1915,6207,EEF1A1,RPS13
0,1915,3312,EEF1A1,HSPA8
0,1915,8517,EEF1A1,IKBKG
0,1915,2618,EEF1A1,GART
0,1915,6189,EEF1A1,RPS3A
0,1915,5500,EEF1A1,PPP1CB
0,1915,6210,EEF1A1,RPS15A
0,1915,6138,EEF1A1,RPL15
0,1915,6152,EEF1A1,RPL24
0,1915,6125,EEF1A1,RPL5
0,1933,6130,EEF1B2,RPL7A
0,1933,1933,EEF1B2,EEF1B2
0,1933,351,EEF1B2,APP
0,1933,1915,EEF1B2,EEF1A1
0,1933,3301,EEF1B2,DNAJA1
0,1938,6210,EEF2,RPS15A
0,1938,6229,EEF2,RPS24
0,1938,6125,EEF2,RPL5
0,1938,4736,EEF2,RPL10A
0,1938,1969,EEF2,EPHA2
0,1938,9349,EEF2,RPL23
0,1938,6128,EEF2,RPL6
0,1938,6124,EEF2,RPL4
0,1938,10971,EEF2,YWHAQ
0,1938,203068,EEF2,TUBB
0,1938,26986,EEF2,PABPC1
0,1938,7458,EEF2,EIF4H
0,1938,6129,EEF2,RPL7
0,1938,6130,EEF2,RPL7A
0,1938,6223,EEF2,RPS19
0,1938,6189,EEF2,RPS3A
0,1938,6228,EEF2,RPS23
0,1938,6135,EEF2,RPL11
0,1938,6194,EEF2,RPS6
0,1938,6136,EEF2,RPL12
0,1938,6193,EEF2,RPS5
0,1938,6191,EEF2,RPS4X
0,1938,3312,EEF2,HSPA8
0,1958,6667,EGR1,SP1
0,1958,6615,EGR1,SNAI1
0,1964,158,EIF1AX,ADSL
0,1964,351,EIF1AX,APP
0,1969,5781,EPHA2,PTPN11
0,1969,2060,EPHA2,EPS15
0,1969,3320,EPHA2,HSP90AA1
0,1969,5606,EPHA2,MAP2K3
0,1969,351,EPHA2,APP
0,1969,1969,EPHA2,EPHA2
0,1969,1213,EPHA2,CLTC
0,1969,163,EPHA2,AP2B1
0,1969,1175,EPHA2,AP2S1
0,2010,4173,EMD,MCM4
0,2010,5591,EMD,PRKDC
0,2010,10383,EMD,TUBB4B
0,2010,10488,EMD,CREB3
0,2010,4171,EMD,MCM2
0,2010,4627,EMD,MYH9
0,2010,147872,EMD,CCDC155
0,2010,55234,EMD,SMU1
0,2010,3190,EMD,HNRNPK
0,2010,7531,EMD,YWHAE
0,2010,6456,EMD,SH3GL2
0,2010,10971,EMD,YWHAQ
0,2010,80125,EMD,CCDC33
0,2010,3303,EMD,HSPA1A
0,2010,8815,EMD,BANF1
0,2010,3192,EMD,HNRNPU
0,2010,203068,EMD,TUBB
0,2010,60,EMD,ACTB
0,2010,7919,EMD,DDX39B
0,2010,11140,EMD,CDC37
0,2010,2010,EMD,EMD
0,2010,4641,EMD,MYO1C
0,2058,56926,EPRS,NCLN
0,2058,203068,EPRS,TUBB
0,2058,821,EPRS,CANX
0,2058,6147,EPRS,RPL23A
0,2058,3320,EPRS,HSP90AA1
0,2060,163,EPS15,AP2B1
0,2060,3857,EPS15,KRT9
0,2060,1175,EPS15,AP2S1
0,2060,203068,EPS15,TUBB
0,2060,3312,EPS15,HSPA8
0,2060,3309,EPS15,HSPA5
0,2060,9146,EPS15,HGS
0,2060,5052,EPS15,PRDX1
0,2060,7186,EPS15,TRAF2
0,2060,60,EPS15,ACTB
0,2060,2060,EPS15,EPS15
0,2060,3852,EPS15,KRT5
0,2060,3858,EPS15,KRT10
0,2060,7316,EPS15,UBC
0,2060,3849,EPS15,KRT2
0,2060,3313,EPS15,HSPA9
0,2060,3892,EPS15,KRT86
0,2060,1213,EPS15,CLTC
0,2060,3848,EPS15,KRT1
0,2064,6772,ERBB2,STAT1
0,2064,5296,ERBB2,PIK3R2
0,2064,23542,ERBB2,MAPK8IP2
0,2064,1969,ERBB2,EPHA2
0,2064,5777,ERBB2,PTPN6
0,2064,2064,ERBB2,ERBB2
0,2064,3717,ERBB2,JAK2
0,2064,3716,ERBB2,JAK1
0,2064,163,ERBB2,AP2B1
0,2064,6774,ERBB2,STAT3
0,2064,7069,ERBB2,THRSP
0,2064,1213,ERBB2,CLTC
0,2064,60,ERBB2,ACTB
0,2064,10273,ERBB2,STUB1
0,2064,3320,ERBB2,HSP90AA1
0,2064,29893,ERBB2,PSMC3IP
0,2064,25818,ERBB2,KLK5
0,2064,5781,ERBB2,PTPN11
0,2064,6464,ERBB2,SHC1
0,2119,79784,ETV5,MYH14
0,2119,351,ETV5,APP
0,2219,79932,FCN1,KIAA0319L
0,2274,2274,FHL2,FHL2
0,2274,7704,FHL2,ZBTB16
0,2274,2275,FHL2,FHL3
0,2274,351,FHL2,APP
0,2274,6421,FHL2,SFPQ
0,2274,4088,FHL2,SMAD3
0,2274,6774,FHL2,STAT3
0,2274,3091,FHL2,HIF1A
0,2274,7189,FHL2,TRAF6
0,2275,4088,FHL3,SMAD3
0,2275,7297,FHL3,TYK2
0,2275,1488,FHL3,CTBP2
0,2275,2274,FHL3,FHL2
0,2275,7205,FHL3,TRIP6
0,2275,5777,FHL3,PTPN6
0,2275,3091,FHL3,HIF1A
0,2275,2275,FHL3,FHL3
0,2280,2280,FKBP1A,FKBP1A
0,2280,351,FKBP1A,APP
0,2280,7295,FKBP1A,TXN
0,2280,1487,FKBP1A,CTBP1
0,2314,5591,FLII,PRKDC
0,2314,9209,FLII,LRRFIP2
0,2314,3875,FLII,KRT18
0,2314,6155,FLII,RPL27
0,2314,1653,FLII,DDX1
0,2314,1964,FLII,EIF1AX
0,2314,4670,FLII,HNRNPM
0,2314,4836,FLII,NMT1
0,2316,6840,FLNA,SVIL
0,2316,4646,FLNA,MYO6
0,2316,7169,FLNA,TPM2
0,2316,829,FLNA,CAPZA1
0,2316,163,FLNA,AP2B1
0,2316,23524,FLNA,SRRM2
0,2316,60,FLNA,ACTB
0,2316,4430,FLNA,MYO1B
0,2316,71,FLNA,ACTG1
0,2316,3710,FLNA,ITPR3
0,2316,4627,FLNA,MYH9
0,2316,5888,FLNA,RAD51
0,2316,8878,FLNA,SQSTM1
0,2316,23164,FLNA,MPRIP
0,2316,1213,FLNA,CLTC
0,2316,6228,FLNA,RPS23
0,2316,29766,FLNA,TMOD3
0,2316,5339,FLNA,PLEC
0,2316,801,FLNA,CALM1
0,2316,2314,FLNA,FLII
0,2316,4641,FLNA,MYO1C
0,2316,7168,FLNA,TPM1
0,2316,3326,FLNA,HSP90AB1
0,2316,26064,FLNA,RAI14
0,2316,4644,FLNA,MYO5A
0,2316,7171,FLNA,TPM4
0,2316,2060,FLNA,EPS15
0,2316,5756,FLNA,TWF1
0,2316,3956,FLNA,LGALS1
0,2316,6281,FLNA,S100A10
0,2324,6464,FLT4,SHC1
0,2339,7052,FNTA,TGM2
0,2339,23521,FNTA,RPL13A
0,2339,6223,FNTA,RPS19
0,2521,10376,FUS,TUBA1B
0,2521,5111,FUS,PCNA
0,2521,7458,FUS,EIF4H
0,2521,6193,FUS,RPS5
0,2521,60,FUS,ACTB
0,2521,3185,FUS,HNRNPF
0,2521,6135,FUS,RPL11
0,2521,1915,FUS,EEF1A1
0,2521,7284,FUS,TUFM
0,2521,6136,FUS,RPL12
0,2521,3309,FUS,HSPA5
0,2521,1653,FUS,DDX1
0,2521,498,FUS,ATP5A1
0,2521,3190,FUS,HNRNPK
0,2521,1938,FUS,EEF2
0,2521,10694,FUS,CCT8
0,2521,6124,FUS,RPL4
0,2521,3320,FUS,HSP90AA1
0,2521,3329,FUS,HSPD1
0,2521,6176,FUS,RPLP1
0,2521,6742,FUS,SSBP1
0,2521,6421,FUS,SFPQ
0,2521,10576,FUS,CCT2
0,2521,203068,FUS,TUBB
0,2521,4869,FUS,NPM1
0,2521,7415,FUS,VCP
0,2521,2923,FUS,PDIA3
0,2521,3326,FUS,HSP90AB1
0,2521,7536,FUS,SF1
0,2521,26135,FUS,SERBP1
0,2521,6202,FUS,RPS8
0,2521,10492,FUS,SYNCRIP
0,2521,5315,FUS,PKM
0,2521,10318,FUS,TNIP1
0,2521,10521,FUS,DDX17
0,2521,292,FUS,SLC25A5
0,2521,7316,FUS,UBC
0,2521,10971,FUS,YWHAQ
0,2521,908,FUS,CCT6A
0,2521,3312,FUS,HSPA8
0,2521,31,FUS,ACACA
0,2521,6133,FUS,RPL9
0,2521,10061,FUS,ABCF2
0,2521,3192,FUS,HNRNPU
0,2521,3313,FUS,HSPA9
0,2521,1655,FUS,DDX5
0,2521,23071,FUS,ERP44
0,2521,5052,FUS,PRDX1
0,2521,23376,FUS,UFL1
0,2539,23071,G6PD,ERP44
0,2539,7531,G6PD,YWHAE
0,2539,3315,G6PD,HSPB1
0,2539,4646,G6PD,MYO6
0,2539,7458,G6PD,EIF4H
0,2539,10971,G6PD,YWHAQ
0,2539,3313,G6PD,HSPA9
0,2539,823,G6PD,CAPN1
0,2539,2539,G6PD,G6PD
0,2618,7536,GART,SF1
0,2618,158,GART,ADSL
0,2618,7458,GART,EIF4H
0,2618,6778,GART,STAT6
0,2618,6152,GART,RPL24
0,2673,7536,GFPT1,SF1
0,2683,203068,B4GALT1,TUBB
0,2683,2683,B4GALT1,B4GALT1
0,2801,2801,GOLGA2,GOLGA2
0,2801,7168,GOLGA2,TPM1
0,2801,7704,GOLGA2,ZBTB16
0,2801,5682,GOLGA2,PSMA1
0,2801,3875,GOLGA2,KRT18
0,2801,4176,GOLGA2,MCM7
0,2801,5296,GOLGA2,PIK3R2
0,2801,9825,GOLGA2,SPATA2
0,2801,10524,GOLGA2,KAT5
0,2887,23327,GRB10,NEDD4L
0,2887,7531,GRB10,YWHAE
0,2887,3717,GRB10,JAK2
0,2887,351,GRB10,APP
0,2923,1191,PDIA3,CLU
0,2923,8407,PDIA3,TAGLN2
0,2923,857,PDIA3,CAV1
0,2923,3912,PDIA3,LAMB1
0,2923,3915,PDIA3,LAMC1
0,2923,2316,PDIA3,FLNA
0,2923,351,PDIA3,APP
0,2923,3655,PDIA3,ITGA6
0,2923,10521,PDIA3,DDX17
0,2923,9349,PDIA3,RPL23
0,2923,6774,PDIA3,STAT3
0,3006,8971,HIST1H1C,H1FX
0,3006,1642,HIST1H1C,DDB1
0,3006,4691,HIST1H1C,NCL
0,3006,5591,HIST1H1C,PRKDC
0,3006,5430,HIST1H1C,POLR2A
0,3006,11091,HIST1H1C,WDR5
0,3091,9319,HIF1A,TRIP13
0,3091,622,HIF1A,BDH1
0,3091,5315,HIF1A,PKM
0,3091,7284,HIF1A,TUFM
0,3091,4176,HIF1A,MCM7
0,3091,990,HIF1A,CDC6
0,3091,3091,HIF1A,HIF1A
0,3091,23411,HIF1A,SIRT1
0,3091,6774,HIF1A,STAT3
0,3091,4172,HIF1A,MCM3
0,3091,4088,HIF1A,SMAD3
0,3091,3920,HIF1A,LAMP2
0,3091,3185,HIF1A,HNRNPF
0,3091,3312,HIF1A,HSPA8
0,3091,1025,HIF1A,CDK9
0,3091,7189,HIF1A,TRAF6
0,3091,2274,HIF1A,FHL2
0,3091,2275,HIF1A,FHL3
0,3091,3320,HIF1A,HSP90AA1
0,3091,3301,HIF1A,DNAJA1
0,3091,4670,HIF1A,HNRNPM
0,3091,1728,HIF1A,NQO1
0,3091,1969,HIF1A,EPHA2
0,3091,3326,HIF1A,HSP90AB1
0,3091,10273,HIF1A,STUB1
0,3091,9532,HIF1A,BAG2
0,3091,4430,HIF1A,MYO1B
0,3091,8607,HIF1A,RUVBL1
0,3091,408,HIF1A,ARRB1
0,3091,55871,HIF1A,CBWD1
0,3091,10856,HIF1A,RUVBL2
0,3091,10061,HIF1A,ABCF2
0,3091,5591,HIF1A,PRKDC
0,3091,2314,HIF1A,FLII
0,3091,5518,HIF1A,PPP2R1A
0,3091,4905,HIF1A,NSF
0,3091,10524,HIF1A,KAT5
0,3091,8517,HIF1A,IKBKG
0,3091,10294,HIF1A,DNAJA2
0,3091,5093,HIF1A,PCBP1
0,3091,10399,HIF1A,GNB2L1
0,3091,1642,HIF1A,DDB1
0,3091,7316,HIF1A,UBC
0,3091,6667,HIF1A,SP1
0,3105,6774,HLA-A,STAT3
0,3105,1315,HLA-A,COPB1
0,3115,10961,HLA-DPB1,ERP29
0,3115,3416,HLA-DPB1,IDE
0,3115,6092,HLA-DPB1,ROBO2
0,3115,25852,HLA-DPB1,ARMC8
0,3115,7205,HLA-DPB1,TRIP6
0,3115,57142,HLA-DPB1,RTN4
0,3115,57128,HLA-DPB1,LYRM4
0,3115,9054,HLA-DPB1,NFS1
0,3115,64795,HLA-DPB1,RMND5A
0,3115,10048,HLA-DPB1,RANBP9
0,3115,57610,HLA-DPB1,RANBP10
0,3115,4289,HLA-DPB1,MKLN1
0,3115,84445,HLA-DPB1,LZTS2
0,3115,79018,HLA-DPB1,GID4
0,3115,54994,HLA-DPB1,GID8
0,3115,51646,HLA-DPB1,YPEL5
0,3123,23399,HLA-DRB1,CTDNEP1
0,3123,311,HLA-DRB1,ANXA11
0,3123,931,HLA-DRB1,MS4A1
0,3123,9451,HLA-DRB1,EIF2AK3
0,3123,3127,HLA-DRB1,HLA-DRB5
0,3123,83460,HLA-DRB1,EMC6
0,3123,284996,HLA-DRB1,RNF149
0,3123,6713,HLA-DRB1,SQLE
0,3123,3655,HLA-DRB1,ITGA6
0,3123,4102,HLA-DRB1,MAGEA3
0,3123,3320,HLA-DRB1,HSP90AA1
0,3123,481,HLA-DRB1,ATP1B1
0,3123,7531,HLA-DRB1,YWHAE
0,3123,6737,HLA-DRB1,TRIM21
0,3123,162466,HLA-DRB1,PHOSPHO1
0,3123,5315,HLA-DRB1,PKM
0,3123,5140,HLA-DRB1,PDE3B
0,3123,3326,HLA-DRB1,HSP90AB1
0,3123,10505,HLA-DRB1,SEMA4F
0,3123,79932,HLA-DRB1,KIAA0319L
0,3123,3312,HLA-DRB1,HSPA8
0,3123,10385,HLA-DRB1,BTN2A2
0,3123,26507,HLA-DRB1,CNNM1
0,3123,7415,HLA-DRB1,VCP
0,3123,3123,HLA-DRB1,HLA-DRB1
0,3123,54928,HLA-DRB1,IMPAD1
0,3127,6772,HLA-DRB5,STAT1
0,3127,3320,HLA-DRB5,HSP90AA1
0,3127,3312,HLA-DRB5,HSPA8
0,3127,3105,HLA-DRB5,HLA-A
0,3127,931,HLA-DRB5,MS4A1
0,3127,481,HLA-DRB5,ATP1B1
0,3127,7531,HLA-DRB5,YWHAE
0,3127,5315,HLA-DRB5,PKM
0,3127,3326,HLA-DRB5,HSP90AB1
0,3127,311,HLA-DRB5,ANXA11
0,3127,3309,HLA-DRB5,HSPA5
0,3181,6223,HNRNPA2B1,RPS19
0,3181,5686,HNRNPA2B1,PSMA5
0,3181,8878,HNRNPA2B1,SQSTM1
0,3181,6428,HNRNPA2B1,SRSF3
0,3181,481,HNRNPA2B1,ATP1B1
0,3181,3185,HNRNPA2B1,HNRNPF
0,3185,4670,HNRNPF,HNRNPM
0,3185,80125,HNRNPF,CCDC33
0,3185,7052,HNRNPF,TGM2
0,3185,7536,HNRNPF,SF1
0,3185,3190,HNRNPF,HNRNPK
0,3185,6432,HNRNPF,SRSF7
0,3190,23524,HNRNPK,SRRM2
0,3190,7536,HNRNPK,SF1
0,3190,3190,HNRNPK,HNRNPK
0,3190,93100,HNRNPK,NAPRT
0,3190,3192,HNRNPK,HNRNPU
0,3190,7415,HNRNPK,VCP
0,3190,7171,HNRNPK,TPM4
0,3190,80125,HNRNPK,CCDC33
0,3190,4670,HNRNPK,HNRNPM
0,3190,4691,HNRNPK,NCL
0,3190,1653,HNRNPK,DDX1
0,3190,1655,HNRNPK,DDX5
0,3190,2923,HNRNPK,PDIA3
0,3190,26986,HNRNPK,PABPC1
0,3190,10521,HNRNPK,DDX17
0,3190,7297,HNRNPK,TYK2
0,3190,10492,HNRNPK,SYNCRIP
0,3190,4088,HNRNPK,SMAD3
0,3192,10189,HNRNPU,ALYREF
0,3192,10492,HNRNPU,SYNCRIP
0,3192,6193,HNRNPU,RPS5
0,3192,4869,HNRNPU,NPM1
0,3192,6428,HNRNPU,SRSF3
0,3192,6206,HNRNPU,RPS12
0,3192,6128,HNRNPU,RPL6
0,3192,9349,HNRNPU,RPL23
0,3192,9775,HNRNPU,EIF4A3
0,3192,6230,HNRNPU,RPS25
0,3192,6139,HNRNPU,RPL17
0,3192,1655,HNRNPU,DDX5
0,3192,23524,HNRNPU,SRRM2
0,3192,6157,HNRNPU,RPL27A
0,3192,6152,HNRNPU,RPL24
0,3192,6210,HNRNPU,RPS15A
0,3192,26986,HNRNPU,PABPC1
0,3192,6232,HNRNPU,RPS27
0,3192,6124,HNRNPU,RPL4
0,3192,6137,HNRNPU,RPL13
0,3192,3551,HNRNPU,IKBKB
0,3192,6222,HNRNPU,RPS18
0,3192,6228,HNRNPU,RPS23
0,3192,6205,HNRNPU,RPS11
0,3192,6204,HNRNPU,RPS10
0,3192,5099,HNRNPU,PCDH7
0,3192,23521,HNRNPU,RPL13A
0,3192,4736,HNRNPU,RPL10A
0,3192,7417,HNRNPU,VDAC2
0,3192,6218,HNRNPU,RPS17
0,3192,8971,HNRNPU,H1FX
0,3192,5430,HNRNPU,POLR2A
0,3192,6146,HNRNPU,RPL22
0,3192,6129,HNRNPU,RPL7
0,3192,6125,HNRNPU,RPL5
0,3192,6136,HNRNPU,RPL12
0,3192,6231,HNRNPU,RPS26
0,3192,6158,HNRNPU,RPL28
0,3192,6122,HNRNPU,RPL3
0,3192,6130,HNRNPU,RPL7A
0,3192,6135,HNRNPU,RPL11
0,3192,60,HNRNPU,ACTB
0,3192,10642,HNRNPU,IGF2BP1
0,3192,6207,HNRNPU,RPS13
0,3192,6229,HNRNPU,RPS24
0,3192,8945,HNRNPU,BTRC
0,3192,6432,HNRNPU,SRSF7
0,3192,6194,HNRNPU,RPS6
0,3192,4627,HNRNPU,MYH9
0,3192,9967,HNRNPU,THRAP3
0,3192,26135,HNRNPU,SERBP1
0,3192,55234,HNRNPU,SMU1
0,3192,6223,HNRNPU,RPS19
0,3192,3190,HNRNPU,HNRNPK
0,3192,6202,HNRNPU,RPS8
0,3192,6134,HNRNPU,RPL10
0,3192,3009,HNRNPU,HIST1H1B
0,3192,6133,HNRNPU,RPL9
0,3192,3181,HNRNPU,HNRNPA2B1
0,3192,6176,HNRNPU,RPLP1
0,3192,6184,HNRNPU,RPN1
0,3192,6189,HNRNPU,RPS3A
0,3192,3692,HNRNPU,EIF6
0,3192,117246,HNRNPU,FTSJ3
0,3192,6155,HNRNPU,RPL27
0,3192,6181,HNRNPU,RPLP2
0,3192,4792,HNRNPU,NFKBIA
0,3192,6235,HNRNPU,RPS29
0,3192,6147,HNRNPU,RPL23A
0,3192,6138,HNRNPU,RPL15
0,3192,3920,HNRNPU,LAMP2
0,3192,6188,HNRNPU,RPS3
0,3192,6191,HNRNPU,RPS4X
0,3223,351,HOXC6,APP
0,3301,3309,DNAJA1,HSPA5
0,3301,3313,DNAJA1,HSPA9
0,3301,5705,DNAJA1,PSMC5
0,3301,3312,DNAJA1,HSPA8
0,3301,821,DNAJA1,CANX
0,3301,10576,DNAJA1,CCT2
0,3301,3301,DNAJA1,DNAJA1
0,3303,10273,HSPA1A,STUB1
0,3303,1025,HSPA1A,CDK9
0,3303,23524,HSPA1A,SRRM2
0,3303,387,HSPA1A,RHOA
0,3303,7052,HSPA1A,TGM2
0,3303,3309,HSPA1A,HSPA5
0,3303,9532,HSPA1A,BAG2
0,3303,4627,HSPA1A,MYH9
0,3303,3320,HSPA1A,HSP90AA1
0,3303,3692,HSPA1A,EIF6
0,3303,3301,HSPA1A,DNAJA1
0,3303,5705,HSPA1A,PSMC5
0,3303,3312,HSPA1A,HSPA8
0,3303,30968,HSPA1A,STOML2
0,3303,10294,HSPA1A,DNAJA2
0,3309,3956,HSPA5,LGALS1
0,3309,7277,HSPA5,TUBA4A
0,3309,5705,HSPA5,PSMC5
0,3309,9451,HSPA5,EIF2AK3
0,3309,9349,HSPA5,RPL23
0,3309,10294,HSPA5,DNAJA2
0,3309,4627,HSPA5,MYH9
0,3309,2,HSPA5,A2M
0,3309,8878,HSPA5,SQSTM1
0,3309,10273,HSPA5,STUB1
0,3309,60,HSPA5,ACTB
0,3309,3181,HSPA5,HNRNPA2B1
0,3309,2923,HSPA5,PDIA3
0,3309,29766,HSPA5,TMOD3
0,3309,5591,HSPA5,PRKDC
0,3309,10856,HSPA5,RUVBL2
0,3309,7295,HSPA5,TXN
0,3309,6230,HSPA5,RPS25
0,3309,71,HSPA5,ACTG1
0,3309,30968,HSPA5,STOML2
0,3309,6742,HSPA5,SSBP1
0,3309,29927,HSPA5,SEC61A1
0,3309,3856,HSPA5,KRT8
0,3309,3192,HSPA5,HNRNPU
0,3309,3303,HSPA5,HSPA1A
0,3309,10808,HSPA5,HSPH1
0,3309,6176,HSPA5,RPLP1
